Trienio,Semestre,Curso_Limpo,Campus,Turno,Min,Max,Media,N
2019-2021,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,170.076,173.646,171.666,4
2019-2021,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,163.498,165.68,164.589,2
2019-2021,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,82.802,179.56,119.832,9
2019-2021,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,63.668,75.86,68.921,7
2019-2021,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,61.72,61.72,61.72,1
2019-2021,1°,MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-69.548,21.708,-17.668,7
2019-2021,1°,MÚSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,-52.883,59.144,1.939,5
2019-2021,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,64.371,93.954,78.465,7
2019-2021,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,45.873,60.985,51.356,4
2019-2021,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,45.093,45.093,45.093,1
2019-2021,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,44.802,44.802,44.802,1
2019-2021,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,81.777,129.578,97.086,6
2019-2021,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,81.322,81.468,81.395,2
2019-2021,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-20.971,44.375,-1.9,16
2019-2021,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-58.685,-3.162,-40.408,10
2019-2021,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-22.914,-21.346,-22.13,2
2019-2021,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-61.921,-60.987,-61.454,2
2019-2021,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-65.027,-65.027,-65.027,1
2019-2021,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-67.452,-67.452,-67.452,1
2019-2021,1°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,107.286,137.756,122.955,10
2019-2021,1°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,100.532,105.614,103.433,5
2019-2021,1°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,99.039,99.039,99.039,1
2019-2021,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,16.702,89.253,52.708,7
2019-2021,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,8.133,11.129,9.598,3
2019-2021,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,6.54,7.299,6.92,2
2019-2021,1°,QUÍMICA TECNOLÓGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-21.218,65.907,14.426,5
2019-2021,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,98.313,152.744,116.395,11
2019-2021,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,91.105,95.318,92.294,4
2019-2021,1°,SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-55.136,-44.554,-49.845,2
2019-2021,1°,SAÚDE COLETIVA (BACHARELADO),CEILÂNDIA,DIURNO,-67.997,-30.724,-52.969,7
2019-2021,1°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,3.922,58.117,26.719,9
2019-2021,1°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-76.148,-22.823,-44.882,7
2019-2021,1°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-26.159,-2.465,-13.518,5
2019-2021,1°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-35.353,-28.099,-31.033,3
2019-2021,1°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-36.342,-36.342,-36.342,1
2019-2021,1°,"TEORIA, CRÍTICA E HISTÓRIA DA ARTE (BACHARELADO)",DARCY RIBEIRO,NOTURNO,4.569,50.763,34.627,3
2019-2021,1°,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,-21.685,19.322,-4.877,11
2019-2021,1°,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,-25.732,-25.732,-25.732,1
2019-2021,1°,TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-89.917,12.676,-48.933,12
2019-2021,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9.652,29.64,20.198,11
2019-2021,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-60.357,-26.04,-45.523,22
2019-2021,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-0.417,8.194,2.441,7
2019-2021,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-88.52,-61.581,-70.059,12
2019-2021,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-6.962,-2.102,-5.078,5
2019-2021,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-8.259,-8.259,-8.259,1
2019-2021,2°,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-90.111,-33.883,-53.952,25
2019-2021,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,51.246,59.272,54.481,9
2019-2021,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-1.337,16.139,7.202,10
2019-2021,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,45.305,50.524,47.593,6
2019-2021,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-13.718,-2.888,-8.169,4
2019-2021,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,45.054,45.274,45.164,2
2019-2021,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-15.67,-15.67,-15.67,1
2019-2021,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,43.556,43.556,43.556,1
2019-2021,2°,ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,-64.241,20.443,-20.26,3
2019-2021,2°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,33.15,67.379,47.572,16
2019-2021,2°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,6.384,27.999,18.054,5
2019-2021,2°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2.559,5.572,4.026,3
2019-2021,2°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,78.668,89.283,82.949,9
2019-2021,2°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,75.568,75.568,75.568,1
2019-2021,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-7.353,39.561,16.971,22
2019-2021,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-22.316,-14.547,-18.123,7
2019-2021,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-25.971,-23.148,-24.56,2
2019-2021,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-27.853,-27.853,-27.853,1
2019-2021,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-32.474,-32.474,-32.474,1
2019-2021,2°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,30.558,46.066,36.62,9
2019-2021,2°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,18.874,25.515,21.191,4
2019-2021,2°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,18.481,18.481,18.481,1
2019-2021,2°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,18.354,18.354,18.354,1
2019-2021,2°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,17.651,17.651,17.651,1
2019-2021,2°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-89.295,-18.772,-61.382,18
2019-2021,2°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-57.74,70.119,17.852,31
2019-2021,2°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,31.693,53.023,43.499,9
2019-2021,2°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,29.695,45.682,38.895,5
2019-2021,2°,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-89.048,-61.453,-70.79,4
2019-2021,2°,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,64.661,75.121,69.022,8
2019-2021,2°,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,58.085,66.092,61.723,3
2019-2021,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,93.679,107.108,100.978,13
2019-2021,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,53.252,73.989,63.37,13
2019-2021,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,89.353,93.31,91.669,6
2019-2021,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,85.523,88.097,87.042,3
2019-2021,2°,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-8.905,5.652,-0.572,11
2019-2021,2°,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-13.745,-11.405,-12.575,2
2019-2021,2°,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-14.414,-14.414,-14.414,1
2019-2021,2°,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-45.356,-24.772,-33.205,10
2019-2021,2°,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-50.257,-49.87,-50.064,2
2019-2021,2°,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-52.859,-52.859,-52.859,1
2019-2021,2°,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-56.636,-55.738,-56.187,2
2019-2021,2°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,22.167,36.48,28.157,9
2019-2021,2°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,8.85,17.819,13.031,11
2019-2021,2°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,5.535,7.206,6.409,3
2019-2021,2°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,4.36,4.36,4.36,1
2019-2021,2°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,3.224,3.224,3.224,1
2019-2021,2°,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-57.691,-25.512,-35.957,6
2019-2021,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,4.686,34.736,17.499,18
2019-2021,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-8.841,4.301,-0.639,5
2019-2021,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-11.003,-11.003,-11.003,1
2019-2021,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-12.915,-12.915,-12.915,1
2019-2021,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.311,-20.311,-20.311,1
2019-2021,2°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,93.102,113.034,102.954,9
2019-2021,2°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-44.498,92.525,20.315,10
2019-2021,2°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-58.122,86.255,2.574,5
2019-2021,2°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-67.181,84.463,-16.082,3
2019-2021,2°,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-55.187,-27.815,-42.356,3
2019-2021,2°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-63.427,-23.349,-41.235,8
2019-2021,2°,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.149,26.072,-6.688,18
2019-2021,2°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-63.304,49.009,9.547,30
2019-2021,2°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-73.743,31.386,-10.817,10
2019-2021,2°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,-24.625,25.875,1.793,109
2019-2021,2°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,-54.143,-25.329,-36.818,38
2019-2021,2°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,-73.918,-54.955,-62.605,26
2019-2021,2°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,-92.457,-75.319,-82.59,12
2019-2021,2°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.15,-46.255,-53.702,2
2019-2021,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-10.782,12.005,-0.453,9
2019-2021,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-50.334,-15.662,-29.449,9
2019-2021,2°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,-36.112,-3.7,-22.345,11
2019-2021,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.866,-16.902,-18.884,2
2019-2021,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-89.122,-63.471,-79.424,3
2019-2021,2°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,-65.202,-39.527,-53.255,9
2019-2021,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-21.83,-21.177,-21.504,2
2019-2021,2°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,-93.049,-68.671,-75.562,7
2019-2021,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-28.988,-24.026,-26.507,2
2019-2021,2°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,2.472,18.337,8.06,11
2019-2021,2°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,0.081,0.898,0.49,2
2019-2021,2°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,-0.2,-0.2,-0.2,1
2019-2021,2°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,-58.072,-30.463,-45.031,10
2019-2021,2°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,-65.634,-58.179,-61.985,4
2019-2021,2°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,-65.723,-65.723,-65.723,1
2019-2021,2°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-43.983,-0.867,-21.764,3
2019-2021,2°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,13.956,28.453,21.978,9
2019-2021,2°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,12.692,12.766,12.729,2
2019-2021,2°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,12.628,12.628,12.628,1
2019-2021,2°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-48.189,9.633,-19.278,2
2019-2021,2°,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-75.652,-46.01,-60.507,7
2019-2021,2°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-21.963,79.048,21.278,12
2019-2021,2°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-32.871,-27.753,-30.064,3
2019-2021,2°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-42.361,-42.361,-42.361,1
2019-2021,2°,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,-47.004,-25.296,-35.913,7
2019-2021,2°,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,0.73,18.335,7.398,3
2019-2021,2°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-24.649,9.177,-5.983,11
2019-2021,2°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-46.309,-29.182,-36.138,5
2019-2021,2°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-58.069,-48.003,-54.116,3
2019-2021,2°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-69.204,-66.764,-67.984,2
2019-2021,2°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-59.853,9.928,-16.249,11
2019-2021,2°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-80.631,-66.593,-73.612,2
2019-2021,2°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,154.606,163.375,159.186,9
2019-2021,2°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,152.347,153.479,152.913,2
2019-2021,2°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,152.225,152.225,152.225,1
2019-2021,2°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,50.356,61.107,54.195,9
2019-2021,2°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,48.35,49.975,49.177,3
2019-2021,2°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,28.584,41.786,34.503,6
2019-2021,2°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,26.028,26.028,26.028,1
2019-2021,2°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,63.871,79.572,67.403,6
2019-2021,2°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,63.752,63.752,63.752,1
2019-2021,2°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-45.458,-23.176,-35.791,16
2019-2021,2°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-52.657,-49.725,-51.104,4
2019-2021,2°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,78.753,97.329,86.858,11
2019-2021,2°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,76.485,78.156,77.259,4
2019-2021,2°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-84.83,-6.177,-31.328,8
2019-2021,2°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,75.488,89.935,83.392,11
2019-2021,2°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,74.499,74.516,74.508,2
2019-2021,2°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,73.353,73.353,73.353,1
2019-2021,2°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-90.673,-41.567,-54.161,6
2019-2021,2°,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,-88.997,-34.693,-59.209,13
