Trienio,Semestre,Curso,Curso_Limpo,Campus,Turno,Min,Max,Media,N
2021-2023,1º,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA) - DARCY RIBEIRO (DIURNO),LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,25.592,72.62,47.821,5
2021-2023,1º,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA) - DARCY RIBEIRO (DIURNO),LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,23.995,82.448,57.818,9
2021-2023,1º,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA) - DARCY RIBEIRO (NOTURNO),LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-46.157,-9.045,-29.121,4
2021-2023,1º,MATEMÁTICA (BACHARELADO/LICENCIATURA) - DARCY RIBEIRO (DIURNO),MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-3.905,75.036,27.612,9
2021-2023,1º,MEDICINA (BACHARELADO) - DARCY RIBEIRO (DIURNO),MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,171.43,211.738,187.068,13
2021-2023,1º,MEDICINA VETERINÁRIA (BACHARELADO) - DARCY RIBEIRO (DIURNO),MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,69.156,127.484,97.9,12
2021-2023,1º,MUSEOLOGIA (BACHARELADO) - DARCY RIBEIRO (DIURNO),MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-59.957,11.393,-30.12,8
2021-2023,1º,MÚSICA (BACHARELADO)* - DARCY RIBEIRO (DIURNO),MÚSICA (BACHARELADO)*,DARCY RIBEIRO,DIURNO,-23.394,-23.394,-23.394,1
2021-2023,1º,MÚSICA (LICENCIATURA)* - DARCY RIBEIRO (DIURNO),MÚSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,-41.36,25.412,-7.495,4
2021-2023,1º,NUTRIÇÃO (BACHARELADO) - DARCY RIBEIRO (DIURNO),NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,61.439,101.845,77.944,11
2021-2023,1º,ODONTOLOGIA (BACHARELADO) - DARCY RIBEIRO (DIURNO),ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,87.346,104.035,95.605,8
2021-2023,1º,PEDAGOGIA (LICENCIATURA) - DARCY RIBEIRO (DIURNO),PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-17.402,60.661,2.013,23
2021-2023,1º,PEDAGOGIA (LICENCIATURA) - DARCY RIBEIRO (NOTURNO),PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-92.426,5.534,-49.682,18
2021-2023,1º,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO) - DARCY RIBEIRO (DIURNO),PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,73.691,139.15,101.928,15
2021-2023,1º,QUÍMICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,19.074,108.78,54.966,14
2021-2023,1º,QUÍMICA TECNOLÓGICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),QUÍMICA TECNOLÓGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-67.895,53.064,1.323,9
2021-2023,1º,RELAÇÕES INTERNACIONAIS (BACHARELADO) - DARCY RIBEIRO (DIURNO),RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,86.919,138.473,104.216,15
2021-2023,1º,SAÚDE COLETIVA (BACHARELADO) - DARCY RIBEIRO (NOTURNO),SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-79.717,25.273,-35.737,22
2021-2023,1º,SERVIÇO SOCIAL (BACHARELADO) - DARCY RIBEIRO (DIURNO),SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-38.817,26.034,-10.708,14
2021-2023,1º,SERVIÇO SOCIAL (BACHARELADO) - DARCY RIBEIRO (NOTURNO),SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-69.15,1.997,-25.112,8
2021-2023,1º,"TEORIA, CRÍTICA E HISTÓRIA DA ARTE (BACHARELADO) - DARCY RIBEIRO (NOTURNO)","TEORIA, CRÍTICA E HISTÓRIA DA ARTE (BACHARELADO)",DARCY RIBEIRO,NOTURNO,-56.171,25.563,-23.839,3
2021-2023,1º,TERAPIA OCUPACIONAL (BACHARELADO) - DARCY RIBEIRO (NOTURNO),TERAPIA OCUPACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-15.863,37.633,1.322,14
2021-2023,1º,TURISMO (BACHARELADO) - DARCY RIBEIRO (DIURNO),TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-95.121,-32.42,-57.923,6
2021-2023,2º,(BACHARELADOS)** - DARCY RIBEIRO (NOTURNO),(BACHARELADOS)**,DARCY RIBEIRO,NOTURNO,10.083,52.485,29.85,136
2021-2023,2º,ADMINISTRAÇÃO (BACHARELADO) - DARCY RIBEIRO (DIURNO),ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.512,26.113,-0.631,39
2021-2023,2º,ADMINISTRAÇÃO (BACHARELADO) - DARCY RIBEIRO (NOTURNO),ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-88.215,-37.583,-63.105,11
2021-2023,2º,AGRONOMIA (BACHARELADO) - DARCY RIBEIRO (DIURNO),AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-100.363,-20.978,-47.32,34
2021-2023,2º,ARQUITETURA E URBANISMO (BACHARELADO) - DARCY RIBEIRO (DIURNO),ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,69.158,82.385,76.802,9
2021-2023,2º,ARQUITETURA E URBANISMO (BACHARELADO) - DARCY RIBEIRO (NOTURNO),ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,6.657,53.512,32.548,17
2021-2023,2º,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO) - DARCY RIBEIRO (DIURNO),ARTES CÊNICAS,DARCY RIBEIRO,DIURNO,1.365,4.282,2.824,2
2021-2023,2º,ARTES VISUAIS (BACHARELADO)* - DARCY RIBEIRO (DIURNO),ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,-44.725,-23.129,-33.927,2
2021-2023,2º,ARTES VISUAIS (LICENCIATURA)* - DARCY RIBEIRO (DIURNO),ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,11.447,38.274,24.339,5
2021-2023,2º,BIOTECNOLOGIA (BACHARELADO) - DARCY RIBEIRO (DIURNO),BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7.918,60.319,36.93,27
2021-2023,2º,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO) - DARCY RIBEIRO (DIURNO),CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,110.944,141.414,127.835,14
2021-2023,2º,CIÊNCIA POLÍTICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,10.242,46.242,27.753,28
2021-2023,2º,CIÊNCIAS BIOLÓGICAS (BACHARELADO) - DARCY RIBEIRO (DIURNO),CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,50.493,78.168,61.233,16
2021-2023,2º,CIÊNCIAS CONTÁBEIS (BACHARELADO) - DARCY RIBEIRO (DIURNO),CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-67.47,-6.679,-31.1,19
2021-2023,2º,CIÊNCIAS ECONÔMICAS (BACHARELADO) - DARCY RIBEIRO (DIURNO),CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,35.727,80.086,60.663,29
2021-2023,2º,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA) - DARCY RIBEIRO (DIURNO),CIÊNCIAS SOCIAIS,DARCY RIBEIRO,DIURNO,-65.269,-19.402,-38.417,13
2021-2023,2º,COMPUTAÇÃO (LICENCIATURA) - DARCY RIBEIRO (NOTURNO),COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-94.831,-46.621,-63.942,6
2021-2023,2º,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO) - DARCY RIBEIRO (DIURNO),COMUNICAÇÃO SOCIAL,DARCY RIBEIRO,DIURNO,17.84,53.676,35.293,13
2021-2023,2º,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO) - DARCY RIBEIRO (DIURNO),COMUNICAÇÃO SOCIAL,DARCY RIBEIRO,DIURNO,52.618,67.666,59.031,5
2021-2023,2º,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO) - DARCY RIBEIRO (DIURNO),DESIGN,DARCY RIBEIRO,DIURNO,28.563,52.957,38.647,9
2021-2023,2º,DIREITO (BACHARELADO) - DARCY RIBEIRO (DIURNO),DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,85.158,115.854,104.572,20
2021-2023,2º,DIREITO (BACHARELADO) - DARCY RIBEIRO (NOTURNO),DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,84.623,100.151,91.219,17
2021-2023,2º,EDUCAÇÃO FÍSICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-11.349,9.882,-2.011,16
2021-2023,2º,EDUCAÇÃO FÍSICA (LICENCIATURA) - DARCY RIBEIRO (DIURNO),EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-88.991,-23.948,-55.097,35
2021-2023,2º,ENFERMAGEM (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,17.036,44.558,29.819,23
2021-2023,2º,ENFERMAGEM (BACHARELADO) - DARCY RIBEIRO (NOTURNO),ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,NOTURNO,-6.108,36.588,19.044,24
2021-2023,2º,ENGENHARIA AMBIENTAL (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-79.088,-30.857,-44.426,9
2021-2023,2º,ENGENHARIA CIVIL (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-7.884,54.918,18.499,26
2021-2023,2º,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,91.375,112.895,104.085,14
2021-2023,2º,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-72.97,11.19,-23.253,28
2021-2023,2º,ENGENHARIA ELÉTRICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-74.806,80.518,10.643,23
2021-2023,2º,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENGENHARIA MECATRÔNICA,DARCY RIBEIRO,DIURNO,-34.629,1.537,-17.536,9
2021-2023,2º,ENGENHARIA MECÂNICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-39.855,47.096,1.306,27
2021-2023,2º,ENGENHARIA QUÍMICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-81.964,40.261,0.527,15
2021-2023,2º,ESTATÍSTICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-40.807,7.906,-13.55,11
2021-2023,2º,FARMÁCIA (BACHARELADO) - DARCY RIBEIRO (DIURNO),FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,27.284,61.155,45.329,14
2021-2023,2º,FARMÁCIA (BACHARELADO) - DARCY RIBEIRO (NOTURNO),FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-85.931,1.418,-32.684,40
2021-2023,2º,FISIOTERAPIA (BACHARELADO) - DARCY RIBEIRO (NOTURNO),FISIOTERAPIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-4.271,21.825,7.875,24
2021-2023,2º,FONOAUDIOLOGIA (BACHARELADO) - DARCY RIBEIRO (NOTURNO),FONOAUDIOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-55.494,11.061,-23.415,23
2021-2023,2º,FÍSICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-87.854,-37.874,-60.489,3
2021-2023,2º,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO) - DARCY RIBEIRO (NOTURNO),GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-67.745,-51.05,-59.616,9
2021-2023,2º,HISTÓRIA (BACHARELADO/LICENCIATURA) - DARCY RIBEIRO (DIURNO),HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-5.739,26.487,13.376,14
2021-2023,2º,JORNALISMO (BACHARELADO) - DARCY RIBEIRO (DIURNO),JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,47.009,52.439,49.284,4
2021-2023,2º,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO) - DARCY RIBEIRO (DIURNO),LETRAS,DARCY RIBEIRO,DIURNO,-66.268,-32.299,-52.192,6
2021-2023,2º,LICENCIATURA EM ARTES CÊNICAS - DARCY RIBEIRO (DIURNO),LICENCIATURA EM ARTES CÊNICAS,DARCY RIBEIRO,DIURNO,-55.872,-37.271,-44.863,3
2021-2023,2º,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS - DARCY RIBEIRO (NOTURNO),LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,-65.371,-39.245,-50.95,4
2021-2023,2º,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA) - DARCY RIBEIRO (DIURNO),LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-25.787,23.225,-7.667,11
2021-2023,2º,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA) - DARCY RIBEIRO (DIURNO),LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-51.33,17.112,-13.121,15
2021-2023,2º,MATEMÁTICA (BACHARELADO/LICENCIATURA) - DARCY RIBEIRO (DIURNO),MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-63.515,-9.985,-31.098,10
2021-2023,2º,MEDICINA (BACHARELADO) - DARCY RIBEIRO (DIURNO),MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,158.96,170.679,164.629,9
2021-2023,2º,MEDICINA VETERINÁRIA (BACHARELADO) - DARCY RIBEIRO (DIURNO),MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,44.306,68.461,56.84,15
2021-2023,2º,NUTRIÇÃO (BACHARELADO) - DARCY RIBEIRO (DIURNO),NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,29.529,55.641,42.251,13
2021-2023,2º,ODONTOLOGIA (BACHARELADO) - DARCY RIBEIRO (DIURNO),ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,58.754,80.528,69.539,9
2021-2023,2º,PEDAGOGIA (LICENCIATURA) - DARCY RIBEIRO (DIURNO),PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-78.28,-17.829,-46.408,43
2021-2023,2º,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO) - DARCY RIBEIRO (DIURNO),PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,62.542,110.601,76.243,20
2021-2023,2º,QUÍMICA (BACHARELADO) - DARCY RIBEIRO (DIURNO),QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-51.459,18.948,-3.256,20
2021-2023,2º,RELAÇÕES INTERNACIONAIS (BACHARELADO) - DARCY RIBEIRO (DIURNO),RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,72.89,86.65,79.241,13
2021-2023,2º,SERVIÇO SOCIAL (BACHARELADO) - DARCY RIBEIRO (DIURNO),SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-77.837,-41.881,-59.232,5
2021-2023,2º,TERAPIA OCUPACIONAL (BACHARELADO) - DARCY RIBEIRO (NOTURNO),TERAPIA OCUPACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-95.544,-18.97,-49.971,41
2020-2022,1º,(BACHARELADO),(BACHARELADO),DARCY RIBEIRO,DIURNO,-32.749,50.344,8.088,6
2020-2022,1º,(BACHARELADOS)**,(BACHARELADOS)**,DARCY RIBEIRO,DIURNO,27.893,178.331,61.169,104
2020-2022,1º,ADMINISTRACAO (BACHARELADO),ADMINISTRACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-55.6,98.219,17.515,60
2020-2022,1º,AGRONOMIA (BACHARELADO),AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-31.687,104.416,6.606,42
2020-2022,1º,ARQUITETURA E URBANISMO (BACHARELADO),ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,38.496,121.99,74.6,24
2020-2022,1º,ARQUIVOLOGIA (BACHARELADO),ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-82.039,32.901,-37.965,5
2020-2022,1º,ARTES CENICAS - INTERPRETACAO TEATRAL (BACHARELADO) *,ARTES CENICAS,DARCY RIBEIRO,DIURNO,-35.525,24.93,-7.676,4
2020-2022,1º,ARTES VISUAIS (BACHARELADO)*,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,-12.106,58.914,20.906,8
2020-2022,1º,ARTES VISUAIS (LICENCIATURA)*,ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,-90.01,54.376,-15.362,6
2020-2022,1º,BIBLIOTECONOMIA (BACHARELADO),BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-69.572,-22.639,-49.103,8
2020-2022,1º,BIOTECNOLOGIA (BACHARELADO),BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,29.906,141.975,64.377,17
2020-2022,1º,CIENCIA DA COMPUTACAO (BACHARELADO),CIENCIA DA COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,128.099,168.535,144.8,13
2020-2022,1º,CIENCIA POLITICA (BACHARELADO),CIENCIA POLITICA (BACHARELADO),DARCY RIBEIRO,DIURNO,43.387,111.048,58.69,17
2020-2022,1º,CIENCIAS AMBIENTAIS (BACHARELADO),CIENCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-88.634,18.579,-24.691,6
2020-2022,1º,CIENCIAS BIOLOGICAS (BACHARELADO),CIENCIAS BIOLOGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,58.673,174.618,90.905,12
2020-2022,1º,CIENCIAS CONTABEIS (BACHARELADO),CIENCIAS CONTABEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-64.695,84.034,-1.063,50
2020-2022,1º,CIENCIAS ECONOMICAS (BACHARELADO),CIENCIAS ECONOMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,76.331,149.64,104.419,19
2020-2022,1º,CIENCIAS NATURAIS (LICENCIATURA),CIENCIAS NATURAIS (LICENCIATURA),DARCY RIBEIRO,DIURNO,-71.509,21.657,-33.042,10
2020-2022,1º,CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-36.059,71.472,4.8,38
2020-2022,1º,COMPUTACAO (LICENCIATURA),COMPUTACAO (LICENCIATURA),DARCY RIBEIRO,DIURNO,-18.407,74.983,25.388,13
2020-2022,1º,COMUNICACAO ORGANIZACIONAL (BACHARELADO),COMUNICACAO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-32.939,42.588,-0.253,17
2020-2022,1º,COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,76.709,175.444,100.484,6
2020-2022,1º,COMUNICACAO SOCIAL  PUBLICIDADE E PROPAGANDA (BACHARELADO),COMUNICACAO SOCIAL  PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,62.484,120.186,82.248,4
2020-2022,1º,COMUNICACAO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),COMUNICACAO SOCIAL,DARCY RIBEIRO,DIURNO,62.384,62.384,62.384,1
2020-2022,1º,DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,77.335,108.078,87.048,5
2020-2022,1º,DIREITO (BACHARELADO),DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,45.852,176.907,116.905,37
2020-2022,1º,EDUCACAO FISICA (BACHARELADO),EDUCACAO FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,6.887,53.752,21.74,15
2020-2022,1º,EDUCACAO FISICA (LICENCIATURA),EDUCACAO FISICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-19.858,20.985,-0.838,12
2020-2022,1º,ENFERMAGEM (BACHARELADO),ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,24.977,77.432,46.745,30
2020-2022,1º,ENGENHARIA AMBIENTAL (BACHARELADO),ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-62.13,139.431,8.28,21
2020-2022,1º,ENGENHARIA CIVIL (BACHARELADO),ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-31.687,126.978,28.034,14
2020-2022,1º,ENGENHARIA DE COMPUTACAO (BACHARELADO),ENGENHARIA DE COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,112.278,160.318,130.952,11
2020-2022,1º,ENGENHARIA DE PRODUCAO (BACHARELADO),ENGENHARIA DE PRODUCAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-52.588,159.558,51.365,32
2020-2022,1º,ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-41.733,84.551,1.2,17
2020-2022,1º,ENGENHARIA ELETRICA (BACHARELADO),ENGENHARIA ELETRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-27.726,163.248,41.238,18
2020-2022,1º,ENGENHARIA FLORESTAL (BACHARELADO),ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-50.298,54.606,-0.609,12
2020-2022,1º,ENGENHARIA MECANICA (BACHARELADO),ENGENHARIA MECANICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-33.846,154.863,52.813,21
2020-2022,1º,ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,88.81,162.86,117.66,16
2020-2022,1º,ENGENHARIA QUIMICA (BACHARELADO),ENGENHARIA QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.255,108.454,45.945,19
2020-2022,1º,ESTATISTICA (BACHARELADO),ESTATISTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-81.74,122.669,30.104,24
2020-2022,1º,FARMACIA (BACHARELADO),FARMACIA (BACHARELADO),DARCY RIBEIRO,DIURNO,0.176,101.253,36.861,42
2020-2022,1º,FILOSOFIA (BACHARELADO/LICENCIATURA),FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-65.778,92.933,-7.964,13
2020-2022,1º,FILOSOFIA (LICENCIATURA),FILOSOFIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2.725,2.725,2.725,1
2020-2022,1º,FISICA (BACHARELADO),FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-21.215,130.469,41.805,14
2020-2022,1º,FISIOTERAPIA (BACHARELADO),FISIOTERAPIA (BACHARELADO),DARCY RIBEIRO,DIURNO,11.525,91.814,39.904,19
2020-2022,1º,FONOAUDIOLOGIA (BACHARELADO),FONOAUDIOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-6.227,46.991,12.574,14
2020-2022,1º,GEOFISICA (BACHARELADO),GEOFISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-30.09,113.042,10.832,4
2020-2022,1º,GEOGRAFIA (BACHARELADO/LICENCIATURA),GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-23.824,96.723,30.025,7
2020-2022,1º,GEOLOGIA (BACHARELADO),GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-91.239,51.959,-14.874,12
2020-2022,1º,GESTAO AMBIENTAL (BACHARELADO),GESTAO AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-46.76,31.975,-7.392,2
2020-2022,1º,GESTAO DE AGRONEGOCIO (BACHARELADO),GESTAO DE AGRONEGOCIO (BACHARELADO),DARCY RIBEIRO,DIURNO,-37.744,-19.741,-28.742,2
2020-2022,1º,GESTAO DE POLITICAS PUBLICAS (BACHARELADO),GESTAO DE POLITICAS PUBLICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-65.744,40.755,-20.93,14
2020-2022,1º,GESTAO DO AGRONEGOCIO (BACHARELADO),GESTAO DO AGRONEGOCIO (BACHARELADO),DARCY RIBEIRO,DIURNO,-96.675,4.58,-46.048,2
2020-2022,1º,HISTORIA (BACHARELADO/LICENCIATURA),HISTORIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,31.864,79.295,49.759,12
2020-2022,1º,HISTORIA (LICENCIATURA),HISTORIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-53.803,59.169,7.544,8
