Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N_Banco
2019-2021,1°,2ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,34.795,50.289,39.645,5
2019-2021,1°,3ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,15.482,33.752,22.678,4
2019-2021,1°,4ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,12.5,12.885,12.692,2
2019-2021,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,51.589,51.589,51.589,1
2019-2021,1°,2ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,43.689,43.689,43.689,1
2019-2021,1°,3ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-17.335,-17.335,-17.335,1
2019-2021,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,14.0,29.537,19.843,5
2019-2021,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,39.999,39.999,39.999,1
2019-2021,1°,1ª,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-69.896,33.582,-21.334,13
2019-2021,1°,1ª,FILOSOFIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-52.983,-14.057,-35.553,3
2019-2021,1°,1ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,30.618,121.109,70.13,11
2019-2021,1°,2ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,20.541,30.35,24.896,4
2019-2021,1°,3ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,19.214,20.414,19.814,2
2019-2021,1°,1ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,23.699,23.699,23.699,1
2019-2021,1°,2ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,20.772,20.772,20.772,1
2019-2021,1°,1ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-14.934,11.358,-1.501,6
2019-2021,1°,2ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-17.182,-17.182,-17.182,1
2019-2021,1°,1ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,46.715,46.715,46.715,1
2019-2021,1°,1ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,91.722,138.765,111.193,9
2019-2021,1°,2ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,34.617,84.588,54.785,7
2019-2021,1°,3ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,30.269,33.261,31.765,2
2019-2021,1°,4ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,24.711,24.711,24.711,1
2019-2021,1°,1ª,GEOFÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-48.237,8.279,-19.831,4
2019-2021,1°,1ª,GEOFÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-6.216,-6.216,-6.216,1
2019-2021,1°,1ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-11.709,44.499,18.574,8
2019-2021,1°,2ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-45.797,-15.474,-31.59,6
2019-2021,1°,3ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-53.212,-47.201,-49.36,3
2019-2021,1°,4ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-56.719,-56.719,-56.719,1
2019-2021,1°,1ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-8.341,-8.341,-8.341,1
2019-2021,1°,2ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-19.667,-19.667,-19.667,1
2019-2021,1°,1ª,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-28.259,68.345,13.995,10
2019-2021,1°,1ª,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-33.967,-33.967,-33.967,1
2019-2021,1°,1ª,GESTÃO DE AGRONEGÓCIO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-61.028,11.189,-33.76,7
2019-2021,1°,1ª,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-51.535,51.644,-4.519,9
2019-2021,1°,2ª,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-88.856,-53.567,-66.518,8
2019-2021,1°,1ª,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-66.75,-66.75,-66.75,1
2019-2021,1°,1ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,44.047,105.499,71.797,9
2019-2021,1°,2ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,31.837,40.511,35.7,4
2019-2021,1°,3ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,31.443,31.443,31.443,1
2019-2021,1°,1ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,13.241,13.241,13.241,1
2019-2021,1°,1ª,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-38.56,24.313,-16.501,8
2019-2021,1°,2ª,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-44.375,-44.375,-44.375,1
2019-2021,1°,1ª,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,25.055,25.055,25.055,1
2019-2021,1°,2ª,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-51.976,-51.976,-51.976,1
2019-2021,1°,1ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,91.063,117.234,101.592,3
2019-2021,1°,2ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,79.756,79.756,79.756,1
2019-2021,1°,1ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,76.01,76.01,76.01,1
2019-2021,1°,2ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,9.518,9.518,9.518,1
2019-2021,1°,1ª,LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-10.942,45.035,8.738,8
2019-2021,1°,2ª,LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-59.81,-18.708,-38.699,3
2019-2021,1°,1ª,LETRAS - TRADUÇÃO - FRANCÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,14.02,14.02,-7.297,2
2019-2021,1°,1ª,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,14.876,72.134,30.492,4
2019-2021,1°,1ª,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-51.286,-51.286,-51.286,1
2019-2021,1°,1ª,LETRAS - TRADUÇÃO ESPANHOL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-59.585,-33.753,-46.669,2
2019-2021,1°,1ª,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,5.948,116.233,32.398,9
2019-2021,1°,2ª,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-6.634,5.831,0.362,4
2019-2021,1°,1ª,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,2,Cota para Negros,40.662,40.662,40.662,1
2019-2021,1°,1ª,LICENCIATURA EM FÍSICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,22.96,94.263,22.158,4
2019-2021,1°,1ª,LICENCIATURA EM MATEMÁTICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-49.204,9.671,-19.356,6
2019-2021,1°,1ª,LICENCIATURA EM QUÍMICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-32.77,-32.77,-32.77,1
2019-2021,1°,1ª,LICENCIATURA EM QUÍMICA,DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-44.645,-44.645,-44.645,1
2019-2021,1°,1ª,LÍNGUA E LITERATURA JAPONESA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-62.925,18.808,-28.978,5
2019-2021,1°,1ª,LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-45.412,13.701,-38.876,5
2019-2021,1°,1ª,LÍNGUA ESTRANGEIRA APLICADA - MULTILINGUISMO E SOCIEDADE DA INFORMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-55.946,50.274,7.68,9
2019-2021,1°,2ª,LÍNGUA ESTRANGEIRA APLICADA - MULTILINGUISMO E SOCIEDADE DA INFORMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-59.797,-59.797,-59.797,1
2019-2021,1°,1ª,LÍNGUA ESTRANGEIRA APLICADA - MULTILINGUISMO E SOCIEDADE DA INFORMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-34.469,-34.469,-34.469,1
2019-2021,1°,1ª,LÍNGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-44.511,28.361,-14.338,4
2019-2021,1°,1ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,32.546,46.233,41.087,3
2019-2021,1°,2ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,23.597,23.597,23.597,1
2019-2021,1°,3ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,21.884,21.884,21.884,1
2019-2021,1°,1ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-25.636,-25.636,-25.636,1
2019-2021,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,41.363,52.962,45.16,6
2019-2021,1°,2ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,9.624,10.921,10.129,3
2019-2021,1°,3ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,9.343,9.343,9.343,1
2019-2021,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,8.583,8.583,8.583,1
2019-2021,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-70.531,78.089,-18.923,7
2019-2021,1°,1ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,22.51,91.155,40.139,9
2019-2021,1°,2ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,13.143,19.531,16.337,2
2019-2021,1°,3ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,11.514,11.514,11.514,1
2019-2021,1°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,173.841,206.948,184.208,9
2019-2021,1°,2ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,170.076,173.646,171.666,4
2019-2021,1°,3ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,163.498,165.68,164.589,2
2019-2021,1°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,130.611,130.611,130.611,1
2019-2021,1°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,82.802,179.56,119.832,9
2019-2021,1°,2ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,63.668,75.86,68.921,7
2019-2021,1°,3ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,61.72,61.72,61.72,1
2019-2021,1°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,68.27,68.27,68.27,1
2019-2021,1°,2ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,23.846,23.846,23.846,1
2019-2021,1°,1ª,MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-69.548,21.708,-17.668,7
2019-2021,1°,1ª,MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-59.2,-59.2,-59.2,1
2019-2021,1°,1ª,MÚSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-14.609,59.144,1.939,5
2019-2021,1°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,64.371,93.954,78.465,7
2019-2021,1°,2ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,45.873,60.985,51.356,4
2019-2021,1°,3ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,45.093,45.093,45.093,1
2019-2021,1°,4ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,44.802,44.802,44.802,1
2019-2021,1°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,27.706,27.706,27.706,1
2019-2021,1°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,81.777,129.578,97.086,6
2019-2021,1°,2ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,81.322,81.468,81.395,2
2019-2021,1°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,71.784,71.784,71.784,1
2019-2021,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-20.971,44.375,-1.9,16
2019-2021,1°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-22.914,-21.346,-22.13,2
2019-2021,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-9.929,-9.929,-9.929,1
2019-2021,1°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-25.46,-22.551,-24.005,2
2019-2021,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-58.685,-3.162,-40.408,10
2019-2021,1°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-61.921,-60.987,-61.454,2
2019-2021,1°,3ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-65.027,-65.027,-65.027,1
2019-2021,1°,4ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-67.452,-67.452,-67.452,1
2019-2021,1°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,107.286,137.756,122.955,10
2019-2021,1°,2ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,100.532,105.614,103.433,5
2019-2021,1°,3ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,99.039,99.039,99.039,1
2019-2021,1°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,60.228,60.228,60.228,1
2019-2021,1°,1ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,16.702,89.253,52.708,7
2019-2021,1°,2ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,8.133,11.129,9.598,3
2019-2021,1°,3ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,6.54,7.299,6.92,2
2019-2021,1°,1ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-22.823,-22.823,-22.823,1
2019-2021,1°,1ª,QUÍMICA TECNOLÓGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-21.218,65.907,14.426,5
2019-2021,1°,1ª,QUÍMICA TECNOLÓGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-2.177,-2.177,-2.177,1
2019-2021,1°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,98.313,152.744,116.395,11
2019-2021,1°,2ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,91.105,95.318,92.294,4
2019-2021,1°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,47.562,47.562,47.562,1
2019-2021,1°,1ª,SAÚDE COLETIVA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-67.997,-30.724,-52.969,7
2019-2021,1°,1ª,SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-55.136,-44.554,-49.845,2
2019-2021,1°,1ª,SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-38.727,-38.727,-38.727,1
2019-2021,1°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,3.922,58.117,26.719,9
2019-2021,1°,2ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-26.159,-2.465,-13.518,5
2019-2021,1°,3ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-35.353,-28.099,-31.033,3
2019-2021,1°,4ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-36.342,-36.342,-36.342,1
2019-2021,1°,2ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-36.719,-36.719,-36.719,1
2019-2021,1°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-76.148,-22.823,-44.882,7
2019-2021,1°,1ª,"TEORIA, CRÍTICA E HISTÓRIA DA ARTE (BACHARELADO)",DARCY RIBEIRO,NOTURNO,1,Sistema Universal,48.548,50.763,34.627,3
2019-2021,1°,1ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-21.685,19.322,-4.877,11
2019-2021,1°,2ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-25.732,-25.732,-25.732,1
2019-2021,1°,1ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-8.712,-8.712,-8.712,1
2019-2021,1°,2ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-53.902,-53.902,-53.902,1
2019-2021,1°,1ª,TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-89.917,12.676,-48.933,12
2019-2021,1°,1ª,TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-21.951,-21.951,-21.951,1
2019-2021,2°,5ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-8.893,-8.893,-8.893,1
2019-2021,2°,5ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-31.467,-31.467,-31.467,1
2019-2021,2°,5ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,18.261,18.261,18.261,1
2019-2021,2°,5ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-57.007,-57.007,-57.007,1
2019-2021,2°,5ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-14.973,-14.973,-14.973,1
2019-2021,2°,5ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,82.925,82.925,82.925,1
2019-2021,2°,5ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-29.376,-29.195,-29.286,2
2019-2021,2°,5ª,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-58.453,-58.453,-58.453,1
2019-2021,2°,5ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-73.797,-73.797,-73.797,1
2019-2021,2°,5ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-33.778,-33.778,-33.778,1
2019-2021,2°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,9.652,29.64,20.198,11
2019-2021,2°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-0.417,8.194,2.441,7
2019-2021,2°,3ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-6.962,-2.102,-5.078,5
2019-2021,2°,4ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-8.259,-8.259,-8.259,1
2019-2021,2°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-43.177,-39.064,-41.12,2
2019-2021,2°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-44.392,-44.392,-44.392,1
2019-2021,2°,3ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-47.813,-47.813,-47.813,1
2019-2021,2°,4ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-50.016,-50.016,-50.016,1
2019-2021,2°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-60.357,-26.04,-45.523,22
2019-2021,2°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-88.52,-61.581,-70.059,12
2019-2021,2°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-47.448,-45.619,-46.534,2
2019-2021,2°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-85.836,-85.836,-85.836,1
2019-2021,2°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-90.111,-33.883,-53.952,25
2019-2021,2°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-51.394,-42.937,-47.165,2
2019-2021,2°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,51.246,59.272,54.481,9
2019-2021,2°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,45.305,50.524,47.593,6
2019-2021,2°,3ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,45.054,45.274,45.164,2
2019-2021,2°,4ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,43.556,43.556,43.556,1
2019-2021,2°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,37.459,37.459,37.459,1
2019-2021,2°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-1.337,16.139,7.202,10
2019-2021,2°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-13.718,-2.888,-8.169,4
2019-2021,2°,3ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-15.67,-15.67,-15.67,1
2019-2021,2°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-43.982,-43.982,-43.982,1
2019-2021,2°,1ª,ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-16.981,20.443,-20.26,3
2019-2021,2°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,33.15,67.379,47.572,16
